1, 9.765625E-4, 0.002, 0.002, 0.004, 0.005, 0.068, 0.0048600000981241466
2, 0.001953125, 0.002, 0.002, 0.003, 0.003, 0.006, 0.0027200000686571
3, 0.0029296875, 0.002, 0.002, 0.002, 0.003, 0.01, 0.002520000066142529
4, 0.00390625, 0.002, 0.002, 0.002, 0.003, 0.005, 0.002470000092871487
5, 0.0048828125, 0.002, 0.002, 0.002, 0.002, 0.006, 0.0022000000858679414
6, 0.005859375, 0.002, 0.002, 0.002, 0.003, 0.006, 0.0024300000932998955
7, 0.0068359375, 0.002, 0.002, 0.002, 0.002, 0.006, 0.0023100000829435886
8, 0.0078125, 0.002, 0.002, 0.002, 0.002, 0.003, 0.002150000084657222
9, 0.0087890625, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0021100000874139367
10, 0.009765625, 0.001, 0.002, 0.002, 0.002, 0.004, 0.002040000093402341
11, 0.0107421875, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0020300000882707537
12, 0.01171875, 0.001, 0.002, 0.002, 0.002, 0.005, 0.0023300000908784567
13, 0.0126953125, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0020500000880565496
14, 0.013671875, 0.001, 0.002, 0.002, 0.002, 0.004, 0.00200000009033829
15, 0.0146484375, 0.001, 0.002, 0.002, 0.002, 0.003, 0.0019700000912416726
16, 0.015625, 0.001, 0.002, 0.002, 0.002, 0.007, 0.0023400000866968186
17, 0.016601562, 0.001, 0.002, 0.002, 0.002, 0.004, 0.002020000087795779
18, 0.017578125, 0.001, 0.002, 0.002, 0.002, 0.004, 0.001990000089863315
19, 0.018554688, 0.001, 0.002, 0.002, 0.002, 0.004, 0.002040000087581575
20, 0.01953125, 0.001, 0.002, 0.002, 0.002, 0.006, 0.002200000084703788
21, 0.020507812, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0019300000893417745
22, 0.021484375, 0.001, 0.002, 0.002, 0.002, 0.004, 0.001960000089602545
23, 0.022460938, 0.001, 0.002, 0.002, 0.002, 0.004, 0.001960000090766698
24, 0.0234375, 0.001, 0.002, 0.002, 0.002, 0.01, 0.002470000081229955
25, 0.024414062, 0.001, 0.002, 0.002, 0.002, 0.003, 0.0018800000858027487
26, 0.025390625, 0.001, 0.002, 0.002, 0.002, 0.003, 0.0018700000876560807
27, 0.026367188, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0018800000892952085
28, 0.02734375, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0018800000858027487
29, 0.028320312, 0.001, 0.002, 0.002, 0.002, 0.004, 0.001830000086920336
30, 0.029296875, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0018400000873953104
31, 0.030273438, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0018800000858027487
32, 0.03125, 0.001, 0.002, 0.002, 0.002, 0.003, 0.0018600000848527998
33, 0.032226562, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0018200000864453613
34, 0.033203125, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0018100000836420804
35, 0.034179688, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0018300000845920294
36, 0.03515625, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0018500000843778253
37, 0.036132812, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0019600000837817788
38, 0.037109375, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0018500000867061317
39, 0.038085938, 0.001, 0.002, 0.002, 0.002, 0.005, 0.0019400000851601362
40, 0.0390625, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0018300000845920294
41, 0.040039062, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0019100000872276724
42, 0.041015625, 0.001, 0.002, 0.002, 0.002, 0.004, 0.001840000085067004
43, 0.041992188, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0017900000826921315
44, 0.04296875, 0.001, 0.001, 0.002, 0.002, 0.004, 0.0017700000817421823
45, 0.043945312, 0.001, 0.002, 0.002, 0.002, 0.004, 0.001820000084117055
46, 0.044921875, 0.001, 0.001, 0.002, 0.002, 0.004, 0.0017800000822171568
47, 0.045898438, 0.001, 0.001, 0.002, 0.002, 0.003, 0.0017500000807922334
48, 0.046875, 0.001, 0.001, 0.002, 0.002, 0.005, 0.0017700000805780291
49, 0.047851562, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0018400000792462379
50, 0.048828125, 0.001, 0.001, 0.002, 0.002, 0.004, 0.001770000079413876
51, 0.049804688, 0.001, 0.001, 0.002, 0.002, 0.004, 0.001740000080317259
52, 0.05078125, 0.001, 0.001, 0.002, 0.002, 0.004, 0.0017600000801030547
53, 0.051757812, 0.001, 0.001, 0.002, 0.002, 0.004, 0.0017500000807922334
54, 0.052734375, 0.001, 0.001, 0.002, 0.002, 0.004, 0.0017500000819563866
55, 0.053710938, 0.001, 0.002, 0.002, 0.002, 0.004, 0.0018100000824779272
56, 0.0546875, 0.001, 0.001, 0.002, 0.002, 0.004, 0.0017800000845454634
57, 0.055664062, 0.001, 0.001, 0.002, 0.002, 0.005, 0.0018200000794604421
58, 0.056640625, 0.001, 0.002, 0.002, 0.002, 0.005, 0.001880000081146136
